angry,dates,haha,like,love,messages,sad,wow,url
0,2013-06-19T12:55:19+0000,0,11,0,"Avicultores sugieren gobierno compre un millón de gallinas 
 http://ow.ly/mbbyM",0,0,http://ow.ly/mbbyM
0,2013-06-18T12:01:54+0000,0,9,0,Sepultaron ayer los cadáveres de niños; PN investiga caso - http://ow.ly/1OyMhg http://ow.ly/1XD0Cf,0,0,http://ow.ly/1OyMhg
0,2013-06-18T11:37:17+0000,0,6,0,Investigan venta de canal 7; el 13 debe $100 millones a Seguridad Social http://ow.ly/1XCZOE,0,0,http://ow.ly/1XCZOE
0,2013-06-18T11:20:28+0000,0,1,0,#Editorial Franklin J. Franco - http://ow.ly/1OyMhg http://ow.ly/1XCTRk,0,0,http://ow.ly/1OyMhg
0,2013-06-14T18:55:11+0000,0,5,0,Es el nivel más alto de toda la serie histórica http://ow.ly/m2TI7,0,0,http://ow.ly/m2TI7
0,2013-06-14T18:45:43+0000,0,7,0,La gasolina premium costará RD$249.70 y la regular RD$229.70 http://ow.ly/m2Ty9,0,0,http://ow.ly/m2Ty9
0,2013-06-14T12:35:17+0000,0,7,0,Banca Solidaria  financiará exclusivamente a madres que tengan negocios establecidos http://ow.ly/m1Wlb,0,0,http://ow.ly/m1Wlb
0,2013-06-12T23:10:30+0000,0,3,0,"Todo lo que huela a evasión fiscal será investigado con un alto grado de tenacidad
http://ow.ly/lYII5",0,0,http://ow.ly/lYII5
0,2013-06-12T15:03:08+0000,0,19,0,"Video: Ser competitivo, ¿te puede hacer más pobre? http://ow.ly/lXzCH",0,0,http://ow.ly/lXzCH
0,2013-06-12T14:25:49+0000,0,0,0,http://www.diariolibre.com/mejorandola/2013/06/12/i387968_primeras-impresiones-ios7.html,0,0,http://www.diariolibre.com/mejorandola/2013/06/12/i387968_primeras-impresiones-ios7.html
0,2013-06-12T11:16:35+0000,0,49,0,Piden igualar pena a autores material e intelectual ¿Estás de acuerdo? http://ow.ly/1XkH8v,0,0,http://ow.ly/1XkH8v
0,2013-06-11T16:14:11+0000,0,124,0,"Gavilán de La Hispaniola, guardián de Los Haitises
http://www.diariolibre.com/ecos/2013/06/11/i386829_gavilan-hispaniola-guardian-los-haitises.html",0,0,http://www.diariolibre.com/ecos/2013/06/11/i386829_gavilan-hispaniola-guardian-los-haitises.html
0,2013-06-11T12:50:14+0000,0,0,0,Podría añadir otros mercados en el futuro.http://ow.ly/lUO5H,0,0,http://ow.ly/lUO5H
0,2013-06-11T12:41:13+0000,0,1,0,FMI llega el martes para inicio al post- monitoreo http://ow.ly/lUNXv,0,0,http://ow.ly/lUNXv
0,2013-06-10T14:15:26+0000,0,63,0,"No todo lo que se gana, se puede gastar. Hay que ahorrar, al menos un 10% por si acaso ocurre una emergencia hay forma de enfrentarla sin tener que endeudarnos. Tip de Economía Personal. Video:  http://ow.ly/lSuzg",0,0,http://ow.ly/lSuzg
0,2013-06-10T14:05:22+0000,0,5,0,"¿Es riesgoso que el Gobierno estimule la economía bajando las tasas de interés? ¿Quieres saber cómo puede esto afectarnos?...mira este video donde Enersto Selman, del Crees, explica el proceso  http://ow.ly/lSt9Y",0,0,http://ow.ly/lSt9Y
0,2013-06-09T23:23:55+0000,0,8,0,Consulado de Miami exhorta buscar con tiempo nuevos pasaportes http://ow.ly/lRmBe,0,0,http://ow.ly/lRmBe
0,2013-06-07T12:43:07+0000,0,4,0,#Editorial Por el turismo http://ow.ly/lNXCo,0,0,http://ow.ly/lNXCo
0,2013-06-06T12:38:55+0000,0,38,0,"En primeros tres meses del año se crearon 67,005 nuevos empleos, según datos de la Tesorería de la Seguridad Social.http://ow.ly/lLAnF",0,0,http://ow.ly/lLAnF
0,2013-06-04T12:28:23+0000,0,1,0,"Subsidio tarifa luz asciende RD$12,076 millones - http://ow.ly/1OyMhg http://ow.ly/1X4OPV",0,0,http://ow.ly/1OyMhg
0,2013-06-03T12:38:53+0000,0,80,0,"Nuevo en nuestro especial ""Biodiversidad de la República Dominicana"": La iguana rinoceronte.

http://www.diariolibre.com/ecos/2013/06/03/i386141_iguana-rinoceronte.html

http://app2.diariolibre.com/contenidodl/infografias/biodiversidad/",0,0,http://www.diariolibre.com/ecos/2013/06/03/i386141_iguana-rinoceronte.html
0,2013-06-03T00:51:41+0000,0,67,0,China ha ahorrado 6 millones de toneladas de petróleo luego de comenzara a cobrar bolsas de plástico en las tiendas http://ow.ly/lDm0g,0,0,http://ow.ly/lDm0g
0,2013-06-02T22:27:05+0000,0,4,0,"Bradley Manning, el soldado que suministró los datos de WikiLeaks, en el escenario más favorable, pasaría 20 años de cárcel. http://ow.ly/lDeVs",0,0,http://ow.ly/lDeVs
0,2013-06-02T22:21:10+0000,0,5,0,"Honduras pagará deuda de Petrocaribe con carne de res y pollo, huevos y concentrado de jugo http://ow.ly/lDeBS",0,0,http://ow.ly/lDeBS
0,2013-06-02T22:19:11+0000,0,28,0,"Honduras pagará deuda de Petrocaribe con carne de res y pollo, huevos y concentrado de jugo http://ow.ly/lDevj http://ow.ly/i/2ggOb",0,0,http://ow.ly/lDevj
0,2013-06-02T22:17:13+0000,0,2,0,Mercados pasan por alto las señales de desaceleración económica mundial http://ow.ly/lDepC,0,0,http://ow.ly/lDepC
0,2013-06-02T22:16:13+0000,0,48,0,"Presidente Medina ofreció ayuda a los productores de limas persas y piña, en su visita a Monte Plata. http://ow.ly/lDemG",0,0,http://ow.ly/lDemG
0,2013-06-01T21:08:54+0000,0,35,0,Advierten enfoque militarista no soluciona inseguridad ciudadana http://ow.ly/lCaX9,0,0,http://ow.ly/lCaX9
0,2013-06-01T20:25:13+0000,0,1,0,"Mayo, el mes más sangriento en Irak en más de cinco años, según la ONU. 1,045 personas murieron en actos de violencia  http://ow.ly/lC8e6",0,0,http://ow.ly/lC8e6
0,2013-06-01T20:15:35+0000,0,3,0,Una Comisión de la Eurocámara recomienda retirar la inmunidad a Marine Le Pen  http://ow.ly/lC857,0,0,http://ow.ly/lC857
0,2013-06-01T20:11:04+0000,0,28,0,Rusia se suma a los países libres de humo del tabaco  http://ow.ly/lC80c,0,0,http://ow.ly/lC80c
0,2013-06-01T20:06:00+0000,0,165,0,Dictan coerción a tres acusados de tráficar cotorras y langostas http://ow.ly/lC8h2,0,0,http://ow.ly/lC8h2
0,2013-06-01T18:16:11+0000,0,18,0,Hallazgo de trigo mutado en EEUU estremece los mercados agrícolas mundiales http://ow.ly/lC07N,0,0,http://ow.ly/lC07N
0,2013-06-01T17:40:03+0000,0,13,0,"Cofundador de Apple, critica beneficios fiscales a multinacionales http://ow.ly/lBZXt",0,0,http://ow.ly/lBZXt
0,2013-06-01T17:22:16+0000,0,79,0,Nuevo Corvette Stingray tiene una potencia de 460 caballos. Es el más potente de la historia http://ow.ly/lBYEf,0,0,http://ow.ly/lBYEf
0,2013-06-01T17:01:38+0000,0,6,0,Papa y Mujica abordan el proceso de paz colombiano en clima de gran sintonía  http://ow.ly/lBWE4,0,0,http://ow.ly/lBWE4
0,2013-06-01T16:58:11+0000,0,37,0,Investigadores de EE.UU realizan descubrimiento que permitirá explorar nuevas terapias para el tratamiento del HIV http://ow.ly/lBXfb,0,0,http://ow.ly/lBXfb
0,2013-06-01T16:55:27+0000,0,7,0,Al menos 9 muertos por tornados en Oklahoma  http://ow.ly/lBWsm,0,0,http://ow.ly/lBWsm
0,2013-06-01T15:20:24+0000,0,19,0,Obama dice que la economía de EE. UU mejora http://ow.ly/lBPD5,0,0,http://ow.ly/lBPD5
0,2013-06-01T14:55:41+0000,0,18,0,"Las pequeñas y medianas empresas generan cerca del 70% de todos los empleos en Latinoamérica, sin embargo, la informalidad y la falta de financiación le restan capacidad http://ow.ly/lBNSr  http://ow.ly/lBO0Y",0,0,http://ow.ly/lBNSr
0,2013-06-01T14:50:12+0000,0,9,0,"Precios de casas en Estados Unidos registran la mayor alza en 7 años 
  http://ow.ly/lBNew",0,0,http://ow.ly/lBNew
0,2013-06-01T14:40:06+0000,0,6,0,"La nueva tendencia del terrorismo mundial es que los agresores sean solitarios, realicen ataques menores con armas simples y en cualquier momento que les parezca oportuno http://ow.ly/lBN2y",0,0,http://ow.ly/lBN2y
0,2013-06-01T14:35:29+0000,0,9,0,Bajan precios del gasoil; GLP y gasolina sin variar http://ow.ly/lBMo8,0,0,http://ow.ly/lBMo8
0,2013-06-01T14:30:40+0000,0,80,0,Decidirán el martes incidente Bahía de las Águilas   http://ow.ly/lBMh9,0,0,http://ow.ly/lBMh9
0,2013-06-01T14:15:21+0000,0,14,0,Juez fija objeción de archivo al caso Leonel Fernández http://ow.ly/lBLEd,0,0,http://ow.ly/lBLEd
0,2013-06-01T14:10:07+0000,0,14,0,"Obras Públicas cerrará por la noche túnel de la 27. El cierre del viaducto será hoy, mañana y el lunes 3 de junio  http://ow.ly/lBLzl",0,0,http://ow.ly/lBLzl
0,2013-06-01T13:43:06+0000,0,2,0,Miguel Vargas Maldonado resalta papel de la iglesia en diálogos http://ow.ly/lBLbg,0,0,http://ow.ly/lBLbg
0,2013-06-01T13:40:38+0000,0,16,0,Temporada ciclónica se inicia hoy con mucha humedad y altas temperaturas  http://ow.ly/lBJZX,0,0,http://ow.ly/lBJZX
0,2013-06-01T13:31:34+0000,0,8,0,Presidente ordena investigar pasaporte falso de detenido http://ow.ly/lBJjm,0,0,http://ow.ly/lBJjm
0,2013-06-01T13:25:50+0000,0,41,0,Aumenta a 960 la cifra de evacuados por lluvias http://ow.ly/lBJ8g,0,0,http://ow.ly/lBJ8g
0,2013-06-01T13:16:01+0000,0,4,0,Diálogo para alza salarial fracasa por tercera vez http://ow.ly/lBIWg,0,0,http://ow.ly/lBIWg
0,2013-06-01T13:01:49+0000,0,208,0,Presidente ordena a Fuerzas Armadas usar militares necesarios para apoyar a la Policía en lucha contra delincuencia  http://ow.ly/lBIP9,0,0,http://ow.ly/lBIP9
0,2013-05-31T20:50:28+0000,0,26,0,"Hay que esforzarse por tener ingresos pasivos, que dejen beneficios solos, aunque se tenga empleo. Inmuebles, red de ventas o publicaciones son tres tipos. Los certificados financieros son otro. Diego Sosa de la sección de Economía Personal ofrece más recomendaciones en este video. http://www.diariolibre.com/video/?c=17",0,0,http://www.diariolibre.com/video/?c=17
0,2013-05-31T19:53:07+0000,0,27,0,"General Motors aumenta la potencia del GMC Sierra Deali que comercializará en el otoño
 http://ow.ly/lATPq",0,0,http://ow.ly/lATPq
0,2013-05-31T18:55:14+0000,0,3,0,"Las naciones más afectadas son Grecia y España, con un paro de 27% y 26.7%, respectivamente http://ow.ly/lALua",0,0,http://ow.ly/lALua
0,2013-05-30T14:55:23+0000,0,0,0,Dicen medida consolida apoyo al sector http://ow.ly/lxKXb,0,0,http://ow.ly/lxKXb
0,2013-05-30T12:54:43+0000,0,9,0,#Editorial ¡Mataron al chivo! - http://ow.ly/1OyMhg http://ow.ly/1WTvR5,0,0,http://ow.ly/1OyMhg
0,2013-05-27T15:31:40+0000,0,6,0,"Especial Biodiversidad de la Repúbica Dominicana: Playeritos y Chorlitos.

Un espacio para mostrar la biodiversidad dominicana.
Una serie que recorrerá con material audiovisual la riqueza natural de República Dominicana

http://app2.diariolibre.com/contenidodl/infografias/biodiversidad/",0,0,http://app2.diariolibre.com/contenidodl/infografias/biodiversidad/
0,2013-05-27T00:41:26+0000,0,3,0,"El cuerpo sin vida de Luc Dussault, de 55 años, no presentaba signos de violencia
http://ow.ly/lpLH7",0,0,http://ow.ly/lpLH7
0,2013-05-25T20:30:15+0000,0,112,0,La ciudad de los Simpsons será replicada en un parque temático de Orlando  http://ow.ly/loFdZ,0,0,http://ow.ly/loFdZ
0,2013-05-22T16:37:51+0000,0,9,0,"La tasa de interés para el sector construcción aumentará hasta el 8.5 en su última etapa
http://ow.ly/li3zW",0,0,http://ow.ly/li3zW
0,2013-05-21T11:02:13+0000,0,0,0,#AM ¿Gobierno no representativo? - http://ow.ly/1OyMhg http://ow.ly/1WupXL,0,0,http://ow.ly/1OyMhg
0,2013-05-20T13:15:06+0000,0,67,0,"La baja autoestima no ayuda al buen manejo de las finanzas personales. Nos hace comprar lo que no necesitamos, solo por aparentar. http://ow.ly/lctrC",0,0,http://ow.ly/lctrC
0,2013-05-18T00:56:56+0000,0,2,0,Google Glass Demo con @cvander y @freddier desde el Google I/O http://ow.ly/l9zfC #mejorandola #video,0,0,http://ow.ly/l9zfC
0,2013-05-16T13:19:45+0000,0,2,0,Ministro de Agricultura anuncia gobierno suplirá alimentos por petróleo http://ow.ly/l5IZ5,0,0,http://ow.ly/l5IZ5
0,2013-05-16T11:05:34+0000,0,13,0,Piden no perseguir a clientes de trabajadoras sexuales ¿Apoyas la disposición del procurador? http://ow.ly/1WgY1k,0,0,http://ow.ly/1WgY1k
0,2013-05-15T13:09:08+0000,0,57,0,"La huella del hombre: ¿cómo ha cambiado el país?
Imágenes captadas por los satélites nos permiten ver la evolución de nuestras ciudades, parques, ríos, playas... Es la huella del hombre documentada en imágenes.

http://www.diariolibre.com/sociedad/2013/05/15/i383564_huella-del-hombre-como-cambiado-paisa.html",0,0,http://www.diariolibre.com/sociedad/2013/05/15/i383564_huella-del-hombre-como-cambiado-paisa.html
0,2013-05-15T13:05:05+0000,0,3,0,"Dirección General de Impuestos Internos recaudó RD$6,615.5 millones del sector hotelero en 2012 http://ow.ly/l39Xs",0,0,http://ow.ly/l39Xs
0,2013-05-15T12:47:55+0000,0,47,0,Danilo felicita a los agricultores en su día; irá en su auxilio.  http://ow.ly/l39zt,0,0,http://ow.ly/l39zt
0,2013-05-13T16:10:27+0000,0,134,0,"La Estación Espacial Internacional, visible desde Santo Domingo.
En la madrugada de este lunes, la Estación Espacial Internacional fue perfectamente visible desde la capital dominicana. Así lo pudo captar el lente de Marvin del Cid.

http://www.diariolibre.com/sociedad/2013/05/13/i383360_estacion-espacial-internacional-visible-desde-santo-domingo.html",0,0,http://www.diariolibre.com/sociedad/2013/05/13/i383360_estacion-espacial-internacional-visible-desde-santo-domingo.html
0,2013-05-12T22:13:29+0000,0,42,0,Al menos 12 heridos en tiroteo en desfile de Día de la Madre en Nueva Orleans   http://ow.ly/kXbTR,0,0,http://ow.ly/kXbTR
0,2013-05-10T17:36:11+0000,0,21,0,"El taxi del Nilo, una alternativa a los atascos del El Cairo http://ow.ly/kUBi4",0,0,http://ow.ly/kUBi4
0,2013-05-10T17:32:23+0000,0,14,0,La pasión por el surf más el espíritu emprendedor hicieron que un joven alemán creará su propia empresa de mapas temáticos http://ow.ly/kUAT4,0,0,http://ow.ly/kUAT4
0,2013-05-10T13:25:51+0000,0,12,0,Merkel visita por sorpresa a las tropas alemanas en Afganistán  http://ow.ly/kTUh1,0,0,http://ow.ly/kTUh1
0,2013-05-10T13:25:10+0000,0,1,0,"Rivero dice que esta práctica va contra la política del gobierno de recuperar el sector
http://ow.ly/kTRtZ",0,0,http://ow.ly/kTRtZ
0,2013-05-10T13:10:09+0000,0,7,0,"Pepe Abreu dice se podrían transar con los empresarios por un 20% de alza salarial
http://ow.ly/kTQDL http://ow.ly/kTQMk",0,0,http://ow.ly/kTQDL
0,2013-05-04T14:41:20+0000,0,13,0,"""Aumentar la productividad"" es la mejor vía para logar que los aumentos salariales sean constantes, ¿Por qué? Las razones la explica Ernesto Selman. En este video:  http://ow.ly/kHO7f",0,0,http://ow.ly/kHO7f
0,2013-05-04T14:19:12+0000,0,3,0,"Advierten impondrán multas en caso de incurrir en violaciones a la Ley
 http://ow.ly/kHMta",0,0,http://ow.ly/kHMta
0,2013-05-04T13:03:52+0000,0,8,0,"Presidente de Francia, François Hollande, cumple un año de mandato diezmado por la crisis y la impopularidad http://ow.ly/kHI9o",0,0,http://ow.ly/kHI9o
0,2013-05-03T12:59:47+0000,0,23,0,Estados Unidos considera a Irán la primera amenaza nuclear para el mundo http://ow.ly/kFPw1,0,0,http://ow.ly/kFPw1
0,2013-05-02T22:30:17+0000,0,12,0,"El beneficio neto de Facebook crece un 6.8 % en el primer trimestre de 2013
http://ow.ly/kEOqm",0,0,http://ow.ly/kEOqm
0,2013-05-02T22:25:22+0000,0,16,0,"Las ""netbooks"" desaparecerán en 2015 ante el avance de los tableta http://ow.ly/kEOi0",0,0,http://ow.ly/kEOi0
0,2013-05-02T22:20:39+0000,0,9,0,Entra en vigencia en Chile ley que permite crear una empresa en un día http://ow.ly/kEOe0,0,0,http://ow.ly/kEOe0
0,2013-05-02T22:05:36+0000,0,6,0,"Froman, el ""sherpa"" de Obama en el G20, dirigirá el comercio exterior de EEUU   http://ow.ly/kEO9p",0,0,http://ow.ly/kEO9p
0,2013-05-02T19:10:09+0000,0,7,0,"Video. Finanzas personales: ""Ser tacaño se reditúa"" http://ow.ly/kErJV",0,0,http://ow.ly/kErJV
0,2013-05-02T18:54:04+0000,0,3,0,¿Es tu jefe un directivo light? ¿Quieres saber cómo identificarlo?  http://ow.ly/kErop,0,0,http://ow.ly/kErop
0,2013-05-02T18:49:14+0000,0,16,0,"La hambruna mató a 258,000 personas en Somalia entre 2010 y 2012  http://ow.ly/kEqSA",0,0,http://ow.ly/kEqSA
0,2013-05-02T18:47:36+0000,0,19,0,Los primeros exámenes confirman que Pablo Neruda padecía un cáncer avanzado http://ow.ly/kEqLS,0,0,http://ow.ly/kEqLS
0,2013-05-02T13:00:01+0000,0,7,0,Advierten que ofrecer préstamos con tasas por debajo de mercado puede ser peligroso para sistema financiero http://ow.ly/kDsDD,0,0,http://ow.ly/kDsDD
0,2013-05-02T12:40:01+0000,0,4,0,"Subsidio a tarifa llega a RD$10,262.5 millones http://ow.ly/kDrst",0,0,http://ow.ly/kDrst
0,2013-04-27T15:18:59+0000,0,148,0,"En la foto, la madre de Wilson Daciel Javier Nicasio.

Hemos creado una galería de fotos sobre la entrega de Wilson. Están en orden cronológico. Está en este enlace http://bit.ly/11Mvb16",0,0,http://bit.ly/11Mvb16
0,2013-04-27T14:59:38+0000,0,51,0,"""Espero que todo salga bien con Dios por delante. Todo saldrá bien porque soy inocente"", dijo Wilson al llegar al Palacio de la Policía donde fue conducido para fines de investigación. 
http://bit.ly/162bcRj",0,0,http://bit.ly/162bcRj
0,2013-04-27T14:49:04+0000,0,72,0,Fue trasladado al Palacio de la Policía para fines de investigación http://bit.ly/11Mvb16,0,0,http://bit.ly/11Mvb16
0,2013-04-26T14:04:20+0000,0,8,0,"VIDEO: ¿Cómo criar hijos resistentes a las crisis?
http://ow.ly/ksddC",0,0,http://ow.ly/ksddC
0,2013-04-26T14:00:13+0000,0,7,0,La nueva sucursal está ubicada en la Torre Empresarial 27 de Febrero http://ow.ly/ksanP,0,0,http://ow.ly/ksanP
0,2013-04-24T12:31:08+0000,0,2,0,Inversión contribuirá al desarrollo de industria del cine http://ow.ly/kn7bJ,0,0,http://ow.ly/kn7bJ
0,2013-04-23T13:41:51+0000,0,41,0,"Foto reportaje: Un día en la vida de la isla Saona
http://www.diariolibre.com/destacada/2013/04/23/i380316_dia-vida-isla-saona.html",0,0,http://www.diariolibre.com/destacada/2013/04/23/i380316_dia-vida-isla-saona.html
0,2013-04-20T16:20:26+0000,0,5,0,"Tras asfixiar a la hembra, el macho mantiene el abrazo sobre su compañera incluso durante horas. 
 http://ow.ly/kfNC8",0,0,http://ow.ly/kfNC8
0,2013-04-20T15:42:06+0000,0,67,0,"Asciende a 152 los muertos y 5,500 heridos en el terremoto de Sichuan | Fotos http://ow.ly/kfLrf",0,0,http://ow.ly/kfLrf
0,2013-04-20T15:02:15+0000,0,29,0,"Fotografía ganadora del Premio Ortega y Gasset de periodismo convocado por el diario El País, que retrata la realidad social que vive España fruto de la crisis económica http://ow.ly/kfJ2Q",0,0,http://ow.ly/kfJ2Q
0,2013-04-20T13:40:05+0000,0,7,0,Hipólito salió ganando con visita al Palacio http://ow.ly/kfEbm,0,0,http://ow.ly/kfEbm
0,2013-04-20T13:30:08+0000,0,5,0,"Danilo en Venezuela, cuando Estados Unidos objeta las elecciones, evidencia que vivimos nuevos tiempos http://ow.ly/kfD9a",0,0,http://ow.ly/kfD9a
0,2013-04-17T14:49:54+0000,0,20,0,Beber café es símbolo de estatus en la India. La bebida nacional es el té. http://ow.ly/k9sqv,0,0,http://ow.ly/k9sqv
0,2013-04-17T14:00:02+0000,0,15,0,"El oro es un refugio, y como todo refugio su valor depende de la adversidad. http://ow.ly/k9dwf",0,0,http://ow.ly/k9dwf
0,2013-04-17T13:40:11+0000,0,20,0,"Dell, la compañía que fuera líder de las computadoras personales ocupa ahora el tercer lugar en el mercado. http://ow.ly/k9fF7",0,0,http://ow.ly/k9fF7
0,2013-04-17T13:24:44+0000,0,57,0,"Presidente de la Cámara de Diputados, Abel Martínez, dice 'Barrick tiene días contados'. http://ow.ly/k9cWI",0,0,http://ow.ly/k9cWI
0,2013-04-17T13:23:16+0000,0,20,0,"American Airlines restablece sistema, pero prevé más vuelos cancelados http://ow.ly/k9cJA",0,0,http://ow.ly/k9cJA
0,2013-04-17T13:17:48+0000,0,3,0,"Dada la profunda crisis económica que afecta a Venezuela, varios  economistas prevén modificarán acuerdo de Petrocaribe http://ow.ly/k9bHj",0,0,http://ow.ly/k9bHj
0,2013-04-16T11:53:00+0000,0,7,0,#AM El disfraz... Pero si lo hacen es porque los gobiernos lo han permitido http://ow.ly/1Vb375,0,0,http://ow.ly/1Vb375
0,2013-04-11T13:19:08+0000,0,2,0,¿Qué tan bien le fue a la banca en 2012?   http://ow.ly/jXOVJ,0,0,http://ow.ly/jXOVJ
0,2013-04-10T16:50:22+0000,0,17,0,Un sueño no es una meta. En el mundo de las finanzas personales para lograr resultados hay que tener objetivos claros y alcanzables. Lo explica Diego Sosa. http://ow.ly/jW8A4,0,0,http://ow.ly/jW8A4
0,2013-04-06T14:56:06+0000,0,88,0,Japón y EEUU planean desplegar aviones no tripulados para observar el Norte http://ow.ly/i/1PTe2,0,0,http://ow.ly/i/1PTe2
0,2013-04-04T13:34:30+0000,0,44,0,"Fabricante de automóviles eléctricos presenta su primer vehículo, el biplaza deportivo SP:01 http://ow.ly/jJVGp",0,0,http://ow.ly/jJVGp
0,2013-04-04T12:15:35+0000,0,3,0,#AM El tamaño del Estado - http://ow.ly/1OyMhg http://ow.ly/1UzHkz,0,0,http://ow.ly/1OyMhg
0,2013-04-03T12:38:42+0000,0,63,0,"El ""pico cruzado"" ave endémica amenazada
Ave endémica de la Hispaniola, agregada a la lista de especies amenazadas porque su hábitat se ha reducido en las últimas décadas. Habita en la Coordillera Central y principalmente en la Sierra de Bahoruco. Su población se estima en poco más de 3,000 ejemplares en estado silvestre.

http://www.diariolibre.com/sociedad/2013/04/03/i377621_pico-cruzado-ave-endemica-amenazada.html",0,0,http://www.diariolibre.com/sociedad/2013/04/03/i377621_pico-cruzado-ave-endemica-amenazada.html
0,2013-03-29T16:26:15+0000,0,13,0,Tránsito en Santo Domingo disminuye considerablemente | Video http://ow.ly/jzEWR,0,0,http://ow.ly/jzEWR
0,2013-03-29T12:31:38+0000,0,8,0,"Kim Jong-un ordena tener preparados sus misiles para atacar en ""cualquier momento"" intereses de EEUU y Corea del Sur  http://ow.ly/jzfiw",0,0,http://ow.ly/jzfiw
0,2013-03-28T12:52:16+0000,0,22,0,A partir de hoy a las 9:00 a.m. el balneario de Güibia queda abierto. Prohibidas botellas de vidrio http://ow.ly/1U9wgL,0,0,http://ow.ly/1U9wgL
0,2013-03-26T12:51:09+0000,0,172,0,"Internet móvil: la nueva voz de los sordos
¿Qué pasaría si tienes un celular pero no puedes comunicarte a través de la voz? A lo mejor, si tienes uno de los muy de moda ""Smartphone"", escribirías por el BB Messenger, por Whatsapp o por el chat de Facebook. Quizás harías un intento mayor tratando de ver a tu interlocutor por video a través de Skype, ooVoo o Facetime. El detalle es que ya los sordos lo hacen.

http://www.diariolibre.com/sociedad/2013/03/26/i376750_internet-movil-nueva-voz-los-sordos.html",0,0,http://www.diariolibre.com/sociedad/2013/03/26/i376750_internet-movil-nueva-voz-los-sordos.html
0,2013-03-25T01:15:52+0000,0,9,0,Tiroteo en El Seibo deja varios heridos. Informaciones preliminares cifran la cantidad de heridos en más de una docena http://ow.ly/jnb2h,0,0,http://ow.ly/jnb2h
0,2013-03-22T13:14:24+0000,0,3,0,"Respaldan el Plan de Seguridad, pero piden incluir a la sociedad civil http://ow.ly/jjKN1",0,0,http://ow.ly/jjKN1
0,2013-03-18T18:03:12+0000,0,11,0,Gestionar la espera significa la vida o la muerte de un negocio ¿cómo ser exitosos? Tips en este video de Macro & Micro:  http://ow.ly/jaIMc,0,0,http://ow.ly/jaIMc
0,2013-03-16T15:19:01+0000,0,82,0,La tierra se traga un hombre mientras jugaba golf   http://ow.ly/j2KyP,0,0,http://ow.ly/j2KyP
0,2013-03-14T23:05:10+0000,0,7,0,Un joven vaticinó la renuncia de Benedicto XVI y el nombre del nuevo Papa http://ow.ly/iXaYE,0,0,http://ow.ly/iXaYE
0,2013-03-10T20:51:40+0000,0,41,0,Descubren restos fósiles de un camello gigante http://ow.ly/iHfmY,0,0,http://ow.ly/iHfmY
0,2013-03-10T19:38:20+0000,0,8,0,Hollywood prepara dos películas sobre el escándalo de Lance Armstrong   http://ow.ly/iH3gN,0,0,http://ow.ly/iH3gN
0,2013-03-03T22:00:49+0000,0,18,0,"Los ingresos de la industria musical mundial vuelven a crecer. La subida fue apenas de 0.3%, y aunque poco, el mero hecho es un avance. http://ow.ly/ihr5v",0,0,http://ow.ly/ihr5v
0,2013-03-03T21:35:48+0000,0,82,0,Cierre de carnaval congrega a miles. http://ow.ly/ihnci,0,0,http://ow.ly/ihnci
0,2013-03-03T20:43:57+0000,0,1,0,"La inflación interanual llega casi al 30% en Irán 
http://ow.ly/ihfdc",0,0,http://ow.ly/ihfdc
0,2013-02-28T12:08:46+0000,0,17,0,"Parques nacionales, áreas (des)protegidas

El conuquismo practicado dentro del Parque Nacional de la Sierra de Bahoruco es evidente a simple vista. ¿Cómo protegemos nuestras áreas protegidas? Mal, tal parece. Hay quien se atreve a colocar un letrero de ""Se vende"". Si los ricos pueden, pensará...

http://www.diariolibre.com/destacada/2013/02/28/i373075_parques-nacionales-areas-desprotegidas.html",0,0,http://www.diariolibre.com/destacada/2013/02/28/i373075_parques-nacionales-areas-desprotegidas.html
0,2013-02-24T12:49:33+0000,0,149,0,Samsung  presentó hoy una tableta para competir con el iPad Mini. A diferencia del dispositivo de Apple cuenta con un lápiz. http://ow.ly/hZJCW,0,0,http://ow.ly/hZJCW
0,2013-02-22T12:44:27+0000,0,37,0,"Google saca al mercado un nuevo modelo de portátil con pantalla táctil. Se llama Chromebook Pixel y cuesta 1,299 dólares http://ow.ly/hWYb3",0,0,http://ow.ly/hWYb3
0,2013-02-21T19:19:11+0000,0,7,0,"Otra vez ""Baby Doc"" no se presenta ante la corte  http://ow.ly/hVL9f",0,0,http://ow.ly/hVL9f
0,2013-02-21T17:22:22+0000,0,138,0,"Martha Heredia, una artista rodeada por el escándalo | Fotos | Video http://ow.ly/hVsvt",0,0,http://ow.ly/hVsvt
0,2013-02-18T15:13:06+0000,0,19,0,LG lanza celular de ultra alta definición http://ow.ly/hOwOR,0,0,http://ow.ly/hOwOR
0,2013-02-14T19:58:33+0000,0,15,0,Warren Buffett se alía con el brasileño 3G para comprar el gigante Heinz http://ow.ly/hJ03y,0,0,http://ow.ly/hJ03y
0,2013-02-14T19:56:43+0000,0,8,0,"Chrysler llama a revisión 361,000 camionetas por un defecto en el eje trasero http://ow.ly/hIZPN",0,0,http://ow.ly/hIZPN
0,2013-02-14T15:40:52+0000,0,1,0,VIDEO: Un año de la reforma laboral en España http://ow.ly/hIpwT,0,0,http://ow.ly/hIpwT
0,2013-02-14T13:45:55+0000,0,4,0,Argentarium: ¿Cuál es la diferencia?  http://ow.ly/hI8uf,0,0,http://ow.ly/hI8uf
